Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
R35,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,222.6,-203.3,0.0,top
R36,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,297.9,-204.7,0.0,top
R37,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,319.45,-204.4,0.0,top
R38,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,318.95,-167.9,0.0,top
R39,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,354.8,-175.3,0.0,top
R4,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,110.45,-113.8,0.0,top
R40,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,363.05,-126.8,0.0,top
R5,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,145.65,-126.8,0.0,top
R6,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,167.55,-126.1,0.0,top
R7,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,184.55,-96.1,0.0,top
R8,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,196.15,-127.7,0.0,top
R9,220R,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,219.55,-127.7,0.0,top
